organization,name,full_name,stargazers_count,language,created_at,updated_at,homepage,fork,description
codeforamerica,communities,codeforamerica/communities,2,,2015-03-17T17:53:17Z,2015-08-06T19:42:27Z,https://waffle.io/codeforamerica/communities ,False,The Code for America Communities Team
codeforamerica,alumni-ideas,codeforamerica/alumni-ideas,2,,2015-03-17T21:45:13Z,2015-03-26T23:12:21Z,,False,Alumni! - got ideas for events or projects? - put 'em here;)
codeforamerica,rva-screening,codeforamerica/rva-screening,7,Python,2015-03-20T17:58:39Z,2015-11-03T14:05:17Z,http://quickscreenrva.com,False,Health service prescreener for sharing patient eligibility data.
codeforamerica,abq-research,codeforamerica/abq-research,1,CSS,2015-03-20T18:27:12Z,2015-05-04T23:32:41Z,http://abq.codeforamerica.org/,False,ABQ Research Report
codeforamerica,resident-web-use-research,codeforamerica/resident-web-use-research,7,JavaScript,2015-03-23T17:44:44Z,2015-11-05T10:34:32Z,,False,[work in progress] Digital Front Door survey tool for resident research
codeforamerica,fellows-map,codeforamerica/fellows-map,4,JavaScript,2015-03-25T18:35:21Z,2015-07-29T21:45:56Z,http://codeforamerica.github.io/fellows-map,False,fellowship map
codeforamerica,bors-hubot-for-slack,codeforamerica/bors-hubot-for-slack,0,CoffeeScript,2015-03-26T18:06:09Z,2015-03-26T18:18:59Z,,False,The hubot running on CfA's Slack
codeforamerica,simple-web-crawl-reporter,codeforamerica/simple-web-crawl-reporter,1,Python,2015-03-26T18:32:03Z,2015-11-10T21:34:41Z,,False,[work in progress] Digital Front Door site analysis tool for simple web crawls
codeforamerica,glossary-bot,codeforamerica/glossary-bot,35,Python,2015-03-27T18:50:59Z,2015-11-08T17:37:19Z,,False,A Glossary bot for Slack
codeforamerica,code-osmosis,codeforamerica/code-osmosis,1,,2015-03-30T19:23:54Z,2015-04-01T23:42:33Z,,False,Topics/ideas for Code Osmosis sessions
codeforamerica,codeforamerica.github.io,codeforamerica/codeforamerica.github.io,0,,2015-03-31T21:58:55Z,2015-03-31T21:58:55Z,,False,
codeforamerica,abq-quotewall,codeforamerica/abq-quotewall,0,JavaScript,2015-03-31T22:11:57Z,2015-04-22T23:57:03Z,http://codeforamerica.github.io/abq-quotewall/,False,Visualization of quotes slowly falling
codeforamerica,contracts-api,codeforamerica/contracts-api,0,Python,2015-04-01T00:46:40Z,2015-04-14T05:18:32Z,,False,
codeforamerica,cops,codeforamerica/cops,0,,2015-04-10T21:41:54Z,2015-04-10T21:41:54Z,,False,Prototype of a Community of Practice site
codeforamerica,copcop,codeforamerica/copcop,1,,2015-04-10T21:47:25Z,2015-11-02T17:15:30Z,,False,A community of practice for police officers. All this content is from the https://github.com/codeforamerica/copcop repo.
codeforamerica,abq-seatmap,codeforamerica/abq-seatmap,0,JavaScript,2015-04-10T23:44:12Z,2015-04-15T00:43:14Z,http://codeforamerica.github.io/abq-seatmap/,False,Prototype: which seats are available in a building
codeforamerica,vocatus,codeforamerica/vocatus,11,PHP,2015-04-15T23:06:31Z,2015-09-29T17:50:01Z,,False,An automated advocate for patient rights
codeforamerica,DNS-Service,codeforamerica/DNS-Service,2,Python,2015-04-16T05:14:32Z,2015-07-29T22:02:54Z,,False,DNS records for codeforamerica.org
codeforamerica,pittsburgh-purchasing-suite,codeforamerica/pittsburgh-purchasing-suite,9,Python,2015-04-20T23:52:09Z,2015-10-13T20:23:51Z,https://www.buildpgh.com/,False,
codeforamerica,food,codeforamerica/food,1,,2015-05-01T20:07:29Z,2015-06-08T21:27:14Z,,False,"2015 West Sac Fellowship ToDos. We are part of the health team, loosely."
codeforamerica,welcome-packet-concept,codeforamerica/welcome-packet-concept,1,,2015-05-06T00:21:40Z,2015-05-07T15:32:18Z,,False,Could we welcome every new child born in Somerville? Team Somerville brainstorming & questions.
codeforamerica,PoliceOpenDataCensus,codeforamerica/PoliceOpenDataCensus,5,HTML,2015-05-06T17:13:19Z,2015-08-17T21:11:33Z,https://codeforamerica.github.io/PoliceOpenDataCensus,False,
codeforamerica,abq-tiasabia,codeforamerica/abq-tiasabia,0,HTML,2015-05-06T21:09:56Z,2015-05-08T20:50:27Z,http://codeforamerica.github.io/abq-tiasabia,False,Team ABQ is testing a platform for residents to get small loans from within their community instead of turning to payday loan shops.
codeforamerica,fplapi,codeforamerica/fplapi,3,Python,2015-05-10T18:28:43Z,2015-10-03T17:29:59Z,http://fplapi.herokuapp.com/,False,The FPL API makes current federal income requirements programmatically and reliably accessible for your applications.
codeforamerica,chimecms.org,codeforamerica/chimecms.org,1,CSS,2015-05-11T20:34:45Z,2015-06-03T22:27:23Z,,False,The chimecms.org site.
codeforamerica,mdc-midyear-report,codeforamerica/mdc-midyear-report,1,HTML,2015-05-11T21:37:16Z,2015-06-18T20:31:19Z,http://codeforamerica.github.io/mdc-midyear-report/,False,[MDC Fellowship 2015] 2015 Midyear Report
codeforamerica,mdc-feedback,codeforamerica/mdc-feedback,3,JavaScript,2015-05-11T21:38:13Z,2015-11-12T00:30:19Z,http://mdc-feedback-stage.herokuapp.com/,False,[MDC Fellowship 2015] RER Dashboard & Feedback Engine
codeforamerica,rva-screening-question-visualizations,codeforamerica/rva-screening-question-visualizations,0,JavaScript,2015-05-12T20:48:47Z,2015-05-12T20:52:41Z,http://codeforamerica.github.io/rva-screening-question-visualizations/,False,A simple static site with visualizations of eligibility questions used for screening patients at safety net health services.
codeforamerica,setup-apps,codeforamerica/setup-apps,0,,2015-05-13T21:28:03Z,2015-05-13T21:28:03Z,,False,Meta repository for setup apps.
codeforamerica,vpd-data-tools,codeforamerica/vpd-data-tools,0,Python,2015-05-17T21:13:57Z,2015-05-17T21:14:52Z,,False,
codeforamerica,email-builder,codeforamerica/email-builder,0,CSS,2015-05-19T00:29:04Z,2015-05-19T00:32:46Z,,False,Code for America's transactional email builder.
codeforamerica,vallejo-midyear-report,codeforamerica/vallejo-midyear-report,0,HTML,2015-05-21T19:16:23Z,2015-05-21T19:51:28Z,,False,A mid-year update from Team Vallejo
codeforamerica,pittsburgh-midyear-report,codeforamerica/pittsburgh-midyear-report,0,HTML,2015-05-27T16:51:09Z,2015-05-27T16:59:29Z,,False,
codeforamerica,redirect,codeforamerica/redirect,2,JavaScript,2015-05-29T21:30:32Z,2015-09-01T19:04:42Z,http://c4a.me,False,Redirect places.
codeforamerica,vdh-services-calculator,codeforamerica/vdh-services-calculator,0,HTML,2015-06-02T23:30:22Z,2015-08-06T16:24:46Z,http://scale.rvahealth.org/,False,Calculates eligibility levels for the VA Department of Health
codeforamerica,lunch-club,codeforamerica/lunch-club,3,Python,2015-06-03T19:25:08Z,2015-06-03T21:02:10Z,http://radiant-atoll-7475.herokuapp.com/,False,
codeforamerica,awards,codeforamerica/awards,1,HTML,2015-06-03T21:58:25Z,2015-09-30T16:00:20Z,http://awards.codeforamerica.org,False,Code for America Technology Awards website
codeforamerica,mdc-step-wizard,codeforamerica/mdc-step-wizard,3,JavaScript,2015-06-04T16:08:21Z,2015-07-30T20:16:28Z,http://codeforamerica.github.io/mdc-step-wizard,False,Miami-Dade County's wizard for short-term event permitting
codeforamerica,staff-meeting-decider,codeforamerica/staff-meeting-decider,0,HTML,2015-06-05T00:33:50Z,2015-06-05T00:34:11Z,http://staff-meeting-decider.herokuapp.com/,False,THE DECIDER — repurposed for CfA staff meeting
codeforamerica,takeshelter.co,codeforamerica/takeshelter.co,0,CSS,2015-06-06T18:13:30Z,2015-06-06T18:48:26Z,,False,Take Shelter: Find a safe place now
codeforamerica,abq-midyear,codeforamerica/abq-midyear,0,HTML,2015-06-11T21:38:29Z,2015-06-12T18:59:53Z,http://codeforamerica.github.io/abq-midyear/,False,Team Albuquerque Mid-year Report
codeforamerica,somerville-story,codeforamerica/somerville-story,2,HTML,2015-06-15T03:20:48Z,2015-09-08T22:26:03Z,http://codeforamerica.github.io/somerville-story/,False,Team Somerville: Story of our Fellowship
codeforamerica,learning-git-names,codeforamerica/learning-git-names,0,,2015-06-16T22:00:57Z,2015-06-16T22:00:57Z,,False,Fun with git!
codeforamerica,somerville-parks-cartodb,codeforamerica/somerville-parks-cartodb,2,HTML,2015-06-16T22:37:22Z,2015-08-19T19:42:51Z,http://codeforamerica.github.io/somerville-parks-cartodb/,False,"A cute map of Somerville parks, searchable by park features!  :0)"
codeforamerica,networkplatform,codeforamerica/networkplatform,0,,2015-06-18T18:16:52Z,2015-06-18T18:24:24Z,https://waffle.io/codeforamerica/networkplatform,False,A meta repo to gather the work on the network platform.
codeforamerica,indy-mid-year,codeforamerica/indy-mid-year,0,HTML,2015-06-18T18:30:28Z,2015-06-22T16:03:31Z,https://codeforamerica.github.io/indy-mid-year/,False,
codeforamerica,vallejo-css-toolkit,codeforamerica/vallejo-css-toolkit,1,Python,2015-06-19T20:19:57Z,2015-11-09T19:36:10Z,,False,Intake and manage reports of nuisance properties.
codeforamerica,wand,codeforamerica/wand,3,JavaScript,2015-06-25T18:00:45Z,2015-07-30T18:39:05Z,,False,Let's make wizards!
codeforamerica,vallejo-prototypes,codeforamerica/vallejo-prototypes,0,,2015-06-25T19:21:52Z,2015-06-25T19:21:52Z,,False,"A meta-repo for Team Vallejo to share prototype screenshots, mocks, etc. and provide feedback."
codeforamerica,alan,codeforamerica/alan,0,Ruby,2015-06-29T04:41:52Z,2015-06-29T04:42:10Z,,False,Automate Alan away
codeforamerica,coloring-book,codeforamerica/coloring-book,0,,2015-07-02T17:10:07Z,2015-07-02T17:10:07Z,,False,A place to hold the pages for a coloring book designed by those @ CfA. 
codeforamerica,uproot,codeforamerica/uproot,1,Ruby,2015-07-03T23:54:12Z,2015-07-07T22:39:56Z,https://uproot-dev.herokuapp.com,False,A robot that maps out phone trees using Twilio calling and transcriptions
codeforamerica,westsac-farm-stand,codeforamerica/westsac-farm-stand,1,Python,2015-07-07T01:05:42Z,2015-10-30T17:17:40Z,http://westsacramentourbanfarm.com/,False,This app help farmers to keep their produce updated for people in the community to know what they are selling and when.
codeforamerica,abq-financial-services-directory,codeforamerica/abq-financial-services-directory,0,JavaScript,2015-07-07T21:54:38Z,2015-07-07T21:57:35Z,,False,"Directory of services offered by non-profits, government, and other organizations in Albuquerque."
codeforamerica,rva-screening-ui-prototypes,codeforamerica/rva-screening-ui-prototypes,0,HTML,2015-07-08T19:36:19Z,2015-07-15T17:19:41Z,,False,A repo for sketching and comparing user interface ideas for rva-screener
codeforamerica,abq-financial-wellness-wizard,codeforamerica/abq-financial-wellness-wizard,1,JavaScript,2015-07-16T15:36:32Z,2015-08-19T18:40:26Z,http://codeforamerica.github.io/abq-financial-wellness-wizard/,False,"A financial evaluation tool for organizations to connect with financial literacy, capabilities training, and monetary assistance."
codeforamerica,heroku-buildpack-lame,codeforamerica/heroku-buildpack-lame,0,Shell,2015-07-31T23:32:17Z,2015-08-01T00:09:24Z,,True,Heroku buildpack for LAME MP3 encoder
codeforamerica,VallejoWebsite,codeforamerica/VallejoWebsite,0,CSS,2015-08-03T00:51:34Z,2015-08-03T00:56:24Z,,False,New static website for Team Vallejo
codeforamerica,abq-financial-wellness-api,codeforamerica/abq-financial-wellness-api,0,Python,2015-08-24T19:40:37Z,2015-08-25T19:29:44Z,https://production-abq-financial-api.herokuapp.com/,False,Backend for ABQ Financial Wizard
codeforamerica,comport,codeforamerica/comport,1,JavaScript,2015-09-02T21:07:13Z,2015-11-14T18:32:45Z,https://www.projectcomport.org,False,Comport is a tool for law enforcement agencies to open their data and be accountable to their citizens.
codeforamerica,rva-screening-front,codeforamerica/rva-screening-front,0,HTML,2015-09-10T19:22:52Z,2015-09-11T06:52:09Z,,False,Public landing page for RVA's Screening App
codeforamerica,daily-brigade-meetup-number,codeforamerica/daily-brigade-meetup-number,0,,2015-09-15T19:46:20Z,2015-09-15T19:46:20Z,,False,Some throw away code to save the daily number of Brigade meetup members.
codeforamerica,hackspace-summit2015,codeforamerica/hackspace-summit2015,0,,2015-09-15T21:27:13Z,2015-09-15T21:27:13Z,,False,An experiment in using Waffle to run our Hackspace during the 2015 Summit
codeforamerica,mdc-inspectors,codeforamerica/mdc-inspectors,0,JavaScript,2015-09-26T01:19:53Z,2015-10-01T18:38:37Z,https://mdc-inspectors-stage.herokuapp.com,False,[MDC Fellowship 2015] Send feedback when they've received a new inspection.
codeforamerica,awesome-civic,codeforamerica/awesome-civic,34,,2015-09-29T22:15:53Z,2015-11-15T07:28:58Z,,True,A list of resources for awesome civic software (tools | libraries | applications)
codeforamerica,the-mission-is-delivery,codeforamerica/the-mission-is-delivery,0,HTML,2015-10-07T17:18:53Z,2015-10-07T19:11:02Z,,False,
codeforamerica,westsac-farmers-and-markets,codeforamerica/westsac-farmers-and-markets,0,HTML,2015-10-08T18:50:24Z,2015-10-12T21:22:06Z,,False,New iteration of farm stand
codeforamerica,brigade-content,codeforamerica/brigade-content,0,,2015-10-20T22:28:47Z,2015-10-20T22:28:47Z,,False,A meta repo to discuss and collect what new Brigade content is needed.
codeforamerica,westsac-documentation,codeforamerica/westsac-documentation,0,CSS,2015-10-29T23:29:17Z,2015-10-29T23:31:56Z,,False,West Sacramento Fellowships Projects Documentation
codeforamerica,mdc-inspectors-dashboard,codeforamerica/mdc-inspectors-dashboard,1,JavaScript,2015-11-04T17:42:57Z,2015-11-18T01:30:12Z,https://mdc-inspectors-dashboard.herokuapp.com/,False,"Clone of mdc-feedback, fed by mdc-inspectors"
codeforamerica,oakland-pattern-portfolio,codeforamerica/oakland-pattern-portfolio,0,HTML,2015-11-12T00:28:49Z,2015-11-12T00:37:10Z,,True,A pattern portfolio for the City of Oakland based on GitHub's Primer
Code-for-All,civicpatterns.org,Code-for-All/civicpatterns.org,40,CSS,2014-05-28T16:42:35Z,2015-11-05T12:50:54Z,http://civicpatterns.org,False,A collection of design patterns and best practice for the civic community.
Code-for-All,knowledge-sharing,Code-for-All/knowledge-sharing,1,,2014-07-14T16:19:38Z,2014-07-16T20:40:34Z,,False,"Lets start sharing lessons, tools, and practices"
Code-for-All,app,Code-for-All/app,0,,2014-07-18T15:10:56Z,2014-07-06T23:30:41Z,http://democracyos.org,True,DemocracyOS is an online space for deliberation and voting on political proposals. The software aims to stimulate better arguments and come to better rulings.  
Code-for-All,codeforall.org,Code-for-All/codeforall.org,3,HTML,2014-07-20T23:23:38Z,2015-04-21T22:56:52Z,http://codeforall.org/,False,The website of Code for All
okfde,offenesparlament.de,okfde/offenesparlament.de,18,JavaScript,2011-08-27T11:00:43Z,2015-10-21T11:32:02Z,http://offenesparlament.de,False,"German parliament (Bundestag and Bundesrat) legislative tracker. The application scrapes parliamentary proceedings, plenary transcripts and personal information, combining the datasets as research data & on an easy-to-use web site."
okfde,offenerhaushalt.de,okfde/offenerhaushalt.de,11,HTML,2012-06-02T18:46:51Z,2015-09-13T05:49:34Z,http://offenerhaushalt.de,False,Visualize budgets from various levels of the German government; based on the OpenSpending API
okfde,stadtlandcode.de,okfde/stadtlandcode.de,4,CSS,2012-08-14T13:50:02Z,2014-12-01T15:31:10Z,,False,StadtLandCode Home Page
okfde,berlin.appsandthecity,okfde/berlin.appsandthecity,2,JavaScript,2012-10-22T16:33:56Z,2014-01-17T01:31:33Z,http://berlin.appsandthecity.net,False,Apps and the City Page for Berlin
okfde,ckanext-offenedaten,okfde/ckanext-offenedaten,2,Python,2012-12-12T17:30:24Z,2015-02-24T08:34:03Z,http://www.offenedaten.de,False,CKAN extension for OffeneDaten.de (theme/UI & harvesters)
okfde,ogd-metadata,okfde/ogd-metadata,0,Python,2013-01-11T15:43:33Z,2013-07-02T11:30:29Z,,True,Schema and documentation to be used by the German Open Data Portal
okfde,fragdenstaat_de,okfde/fragdenstaat_de,5,Python,2013-01-22T16:11:25Z,2015-06-18T14:06:55Z,https://fragdenstaat.de,False,Froide Theme for fragdenstaat.de
okfde,haushaltberlin,okfde/haushaltberlin,0,JavaScript,2013-02-25T11:18:26Z,2014-07-02T09:31:24Z,,False,
okfde,paragraf5,okfde/paragraf5,1,,2013-03-04T15:38:17Z,2015-01-18T16:11:27Z,,False,"Sammlung digitaler, amtlicher Werke"
okfde,appsandthecity-template,okfde/appsandthecity-template,0,,2013-04-24T09:31:56Z,2014-02-14T19:42:33Z,,False,Default templates for all Apps and the City github pages
okfde,appsandthecity,okfde/appsandthecity,1,JavaScript,2013-04-24T09:57:13Z,2013-11-20T15:10:32Z,,False,Apps and the City Network
okfde,cologne.appsandthecity,okfde/cologne.appsandthecity,1,JavaScript,2013-04-24T14:39:17Z,2013-10-16T00:10:35Z,http://cologne.appsandthecity.net,False,Apps and the City Page for Cologne
okfde,energyhack,okfde/energyhack,6,HTML,2013-04-29T14:09:46Z,2015-11-10T14:30:10Z,,False,
okfde,haushalt-kreis-offenbach,okfde/haushalt-kreis-offenbach,0,JavaScript,2013-07-25T06:24:14Z,2013-11-14T11:07:28Z,,False,Offener Haushalt Kreis Offenbach
okfde,codeforall.de,okfde/codeforall.de,0,CSS,2013-07-31T14:24:25Z,2014-02-22T11:55:46Z,http://codeforall.de/,False,Static Website for CodeForAll.de
okfde,ebdmap,okfde/ebdmap,0,JavaScript,2013-10-08T13:07:18Z,2014-11-27T13:38:27Z,,False,European Big Data Map
okfde,eucopyright,okfde/eucopyright,9,JavaScript,2013-12-10T21:35:04Z,2015-08-09T13:21:13Z,,False,Website for the public consultation on the review of the EU copyright rules
okfde,froide-theme,okfde/froide-theme,3,Python,2013-12-13T11:19:33Z,2014-12-09T16:01:36Z,,False,Base theme for Froide
okfde,de.opendataday.org,okfde/de.opendataday.org,2,HTML,2014-01-20T15:09:08Z,2015-03-25T21:10:40Z,,False,German web site for the 2014 Open Data Day
okfde,codefor.de,okfde/codefor.de,75,HTML,2014-02-20T15:47:41Z,2015-11-15T21:08:25Z,http://codefor.de,False,"The website for Code for Germany. Includes the blog, projects list and basic info about the group."
okfde,codingdavinci.de,okfde/codingdavinci.de,1,HTML,2014-02-28T15:52:04Z,2015-05-08T14:56:45Z,,False,"Website for GLAM Hack Day ""Coding Da Vinci"""
okfde,mswissenschaft-opendata,okfde/mswissenschaft-opendata,0,JavaScript,2014-03-24T13:59:37Z,2014-05-03T03:17:45Z,,False,
okfde,do-index,okfde/do-index,0,D,2014-04-08T16:09:27Z,2014-04-19T19:05:57Z,,True,
okfde,the-news-reads-us,okfde/the-news-reads-us,0,JavaScript,2014-05-16T10:58:50Z,2015-04-14T19:37:12Z,http://newsreadsus.okfn.de,False,"In soviet russia, the news reads you!"
okfde,odmonitormap,okfde/odmonitormap,0,HTML,2014-05-22T16:01:27Z,2015-04-15T08:41:41Z,,False,
okfde,kudzu,okfde/kudzu,0,Python,2014-06-12T12:41:21Z,2014-06-13T14:48:09Z,,False,
okfde,odm-datenerfassung,okfde/odm-datenerfassung,1,Python,2014-06-13T12:07:43Z,2015-05-25T19:58:55Z,http://www.open-data-map.de/,False,Various tools to gather data on open data provided by German city/town web portals
okfde,entwicklungsbarometer,okfde/entwicklungsbarometer,0,CSS,2014-06-23T11:02:37Z,2014-12-29T10:57:45Z,http://okfde.github.io/entwicklungsbarometer/,False,Website for the Entwicklungsbaromoter
okfde,infra,okfde/infra,1,Shell,2014-07-02T17:42:19Z,2015-01-22T19:58:36Z,,False,
okfde,jugendhackt-theme,okfde/jugendhackt-theme,0,CSS,2014-08-11T05:24:32Z,2015-05-04T14:22:23Z,,False,Wordpress theme for jugendhackt.de
okfde,catalogmetadata,okfde/catalogmetadata,0,CSS,2014-08-11T09:39:19Z,2014-11-24T20:10:01Z,,False,A website collecting the metadata (API calls or file downloads) offered by data catalogs in Germany
okfde,inkubator,okfde/inkubator,0,Ruby,2014-08-17T07:46:36Z,2014-11-25T10:16:52Z,,False,
okfde,handelsregister-backup,okfde/handelsregister-backup,3,Python,2014-09-19T08:08:14Z,2015-06-20T08:24:50Z,,False,Backup tool for structured data at handelsregister.de
okfde,okfn.de,okfde/okfn.de,6,CSS,2014-10-06T17:45:35Z,2015-06-18T14:34:09Z,http://okfn.de,False,Die Webseite der Open Knowledge Foundation Deutschland.
okfde,armsexport-map,okfde/armsexport-map,0,CSS,2014-10-07T11:12:36Z,2014-12-29T12:58:41Z,http://okfde.github.io/armsexport-map/,False,Armsexport Map with Data from BICC for Entwicklungsbarometer
okfde,daten.aachen.de-resources,okfde/daten.aachen.de-resources,0,,2014-10-24T13:26:36Z,2014-10-24T13:26:36Z,,False,
okfde,ckanext-daten.aachen.de,okfde/ckanext-daten.aachen.de,0,HTML,2014-10-27T15:44:49Z,2015-03-03T20:06:14Z,,False,Theme for daten.aachen.de
okfde,opendataincubator.eu,okfde/opendataincubator.eu,1,PHP,2014-10-30T12:43:36Z,2015-04-20T10:51:06Z,,False,Open Data Incubator for Europe project website
okfde,blog.fragdenstaat.de,okfde/blog.fragdenstaat.de,0,HTML,2014-11-11T16:51:07Z,2015-08-21T18:24:49Z,,False,
okfde,ris-web,okfde/ris-web,2,Python,2015-01-01T15:46:08Z,2015-03-10T13:30:31Z,,False,Offenes Ratsinformationssystem: Weboberfläche
okfde,ris-scraper,okfde/ris-scraper,3,Python,2015-01-01T15:46:40Z,2015-07-04T11:36:32Z,,False,Offenes Ratsinformationssystem: Scraper
okfde,hackyourcity,okfde/hackyourcity,2,HTML,2015-03-27T13:26:21Z,2015-10-29T14:03:48Z,,False,Hack your City
okfde,ckanext-krzn,okfde/ckanext-krzn,0,HTML,2015-06-19T12:25:00Z,2015-06-19T12:25:01Z,,True,Custom CKAN extension for KRZN
okfde,fragdenstaat.de-infra,okfde/fragdenstaat.de-infra,1,,2015-09-11T18:21:00Z,2015-09-11T21:06:15Z,,False,Deployment of FragDenStaat.de
okfde,2030-watch.de,okfde/2030-watch.de,1,Emacs Lisp,2015-09-29T09:47:53Z,2015-10-28T18:39:02Z,,False,
openaustralia,openaustralia-chef,openaustralia/openaustralia-chef,2,Ruby,2009-07-13T01:45:04Z,2014-03-08T01:30:50Z,http://www.openaustralia.org,False,RETIRED. Was: Chef recipes used for configuring openaustralia.org's server
openaustralia,openaustralia-parser,openaustralia/openaustralia-parser,18,Ruby,2009-07-13T05:26:17Z,2015-05-13T04:39:13Z,http://www.openaustralia.org,False,Parser component for OpenAustralia.org
openaustralia,openaustralia,openaustralia/openaustralia,8,Ruby,2009-07-13T05:32:15Z,2015-03-27T03:56:48Z,http://www.openaustralia.org,False,Looking for the front-end or parser? See the README. Looking for issues? You're in the right repo.
openaustralia,perllib,openaustralia/perllib,1,Perl,2009-07-13T05:36:42Z,2014-09-08T20:20:36Z,http://www.openaustralia.org,False,Web Application component for Open Australia (perllib module)
openaustralia,phplib,openaustralia/phplib,1,PHP,2009-07-13T05:37:35Z,2014-02-05T02:21:07Z,http://www.openaustralia.org,False,Web Application component for Open Australia (phplib module)
openaustralia,publicwhip-matthew,openaustralia/publicwhip-matthew,1,PHP,2009-07-13T05:38:11Z,2014-09-08T17:59:57Z,http://www.openaustralia.org,False,Fork of UK code that runs www.publicwhip.org.uk for tracking parliamentary voting information 
openaustralia,rblib,openaustralia/rblib,1,Ruby,2009-07-13T05:38:55Z,2014-05-03T04:29:47Z,http://www.openaustralia.org,False,Web Application component for Open Australia (rblib module)
openaustralia,shlib,openaustralia/shlib,1,,2009-07-13T05:39:31Z,2013-10-13T01:10:03Z,http://www.openaustralia.org,False,Web Application component for Open Australia (shlib module) 
openaustralia,twfy,openaustralia/twfy,15,PHP,2009-07-13T05:40:02Z,2015-06-07T10:27:25Z,http://www.openaustralia.org,False,Web Application component for Open Australia (twfy module)
openaustralia,planningalerts-parsers,openaustralia/planningalerts-parsers,8,Ruby,2009-11-28T05:09:01Z,2015-08-24T06:07:12Z,http://www.planningalerts.org.au/,False,[Phased out] PlanningAlerts scrapers
openaustralia,planningalerts,openaustralia/planningalerts,26,Ruby,2009-11-28T05:16:07Z,2015-11-01T05:35:19Z,https://www.planningalerts.org.au,False,Find out and have your say about what's being built and knocked down in your area.
openaustralia,electionleaflets,openaustralia/electionleaflets,13,PHP,2010-07-06T02:46:53Z,2015-08-08T20:57:18Z,http://www.electionleaflets.org.au/,False,Live election leaflet monitoring for Australia.
openaustralia,alaveteli,openaustralia/alaveteli,7,Ruby,2012-09-11T01:54:48Z,2015-04-16T01:22:25Z,http://alaveteli.org,True,Alaveteli powers Right To Know: https://www.righttoknow.org.au
openaustralia,database-backup,openaustralia/database-backup,0,Shell,2012-09-11T09:55:13Z,2014-04-11T06:01:10Z,,False,A simple script for dumping all the mysql databases on an Ubuntu box and backing them up
openaustralia,righttoknow,openaustralia/righttoknow,7,HTML,2012-09-11T23:42:59Z,2015-11-15T12:12:48Z,https://www.righttoknow.org.au/,True,Theme for Right To Know
openaustralia,adminbootstraptheme,openaustralia/adminbootstraptheme,0,JavaScript,2012-09-11T23:44:47Z,2013-12-30T16:34:02Z,,True,A theme for the Alaveteli admin interface that uses Twitter's Bootstrap project to prettify it
openaustralia,strip_attributes,openaustralia/strip_attributes,0,Ruby,2013-02-06T21:19:25Z,2013-02-06T23:07:31Z,https://github.com/rmm5t/strip_attributes,True,"StripAttributes is an ActiveModel extension that automatically strips all attributes of leading and trailing whitespace before validation. If the attribute is blank, it strips the value to nil."
openaustralia,mobile-fu,openaustralia/mobile-fu,0,Ruby,2013-02-27T23:00:25Z,2013-02-27T23:34:23Z,http://www.intridea.com/2008/7/21/mobilize-your-rails-application-with-mobile-fu,True,Automatically detect mobile requests from mobile devices in your Rails application.
openaustralia,publicwhip,openaustralia/publicwhip,29,Ruby,2013-04-26T01:23:57Z,2015-10-16T00:47:01Z,https://theyvoteforyou.org.au/,False,"Making parliamentary voting information accessible, understandable, and easy to use so that you can hold your elected representatives to account."
openaustralia,atdis,openaustralia/atdis,0,Ruby,2013-06-19T01:43:40Z,2015-03-11T07:10:39Z,,False,A ruby interface to the application tracking data interchange specification (ATDIS) API
openaustralia,morph,openaustralia/morph,186,Ruby,2013-12-22T05:39:05Z,2015-11-17T14:07:58Z,https://morph.io,False,Take the hassle out of web scraping
openaustralia,oaf,openaustralia/oaf,1,,2013-12-29T21:33:49Z,2014-12-22T04:14:38Z,https://github.com/openaustralia/oaf#readme,False,OpenAustralia Foundation
openaustralia,scraperwiki-morph,openaustralia/scraperwiki-morph,2,Ruby,2014-01-14T05:23:06Z,2014-10-29T09:04:42Z,,False,ScraperWiki / Morph compatibility layer
openaustralia,scraperwiki-php,openaustralia/scraperwiki-php,0,PHP,2014-01-16T05:08:46Z,2014-06-23T01:47:54Z,,True,Non-packaged PHP libraries that ScraperWiki Classic uses
openaustralia,morph-docker-ruby,openaustralia/morph-docker-ruby,1,Ruby,2014-01-17T02:10:43Z,2014-03-07T23:08:44Z,,False,Docker image for running Ruby scrapers in Morph
openaustralia,morph-docker-php,openaustralia/morph-docker-php,2,Shell,2014-01-17T02:11:38Z,2014-08-16T08:44:08Z,,False,Docker image to run php scrapers in Morph
openaustralia,scraperwiki-ruby,openaustralia/scraperwiki-ruby,2,Ruby,2014-01-20T08:28:10Z,2014-11-18T11:11:09Z,,True,ScraperWiki Ruby library for scraping and saving data 
openaustralia,morph-docker-base,openaustralia/morph-docker-base,1,Shell,2014-01-23T21:35:17Z,2014-04-22T09:09:15Z,,False,Base docker image for all images on Morph
openaustralia,scraperwiki-python,openaustralia/scraperwiki-python,2,Python,2014-01-24T04:41:41Z,2015-07-19T17:01:46Z,https://scraperwiki.com,True,ScraperWiki Python library for scraping and saving data
openaustralia,morph-docker-python,openaustralia/morph-docker-python,1,Shell,2014-01-24T05:13:16Z,2015-04-14T02:27:32Z,,False,Docker image for running Python scrapers in Morph
openaustralia,morph-cli,openaustralia/morph-cli,2,Ruby,2014-01-28T03:12:23Z,2015-04-15T08:15:10Z,,False,Commandline interface for morph
