organization,repository,login,contributions,html_url,url
codeforamerica,311Dashboard,mlevans,6,https://github.com/mlevans,https://api.github.com/users/mlevans
codeforamerica,adopta-campaign-ideas,ezoehunt,8,https://github.com/ezoehunt,https://api.github.com/users/ezoehunt
codeforamerica,alumni,ryanatwork,81,https://github.com/ryanatwork,https://api.github.com/users/ryanatwork
codeforamerica,civic-tech-patterns,bensheldon,23,https://github.com/bensheldon,https://api.github.com/users/bensheldon
codeforamerica,civic-tech-patterns,hampelm,4,https://github.com/hampelm,https://api.github.com/users/hampelm
codeforamerica,civic-tech-patterns,fureigh,3,https://github.com/fureigh,https://api.github.com/users/fureigh
codeforamerica,civic-tech-patterns,drewda,1,https://github.com/drewda,https://api.github.com/users/drewda
codeforamerica,civic-tech-patterns,daguar,1,https://github.com/daguar,https://api.github.com/users/daguar
codeforamerica,civic-tech-patterns,techieshark,1,https://github.com/techieshark,https://api.github.com/users/techieshark
codeforamerica,civic-tech-patterns,rebeccawilliams,1,https://github.com/rebeccawilliams,https://api.github.com/users/rebeccawilliams
codeforamerica,civic-tech-patterns,zachwill,1,https://github.com/zachwill,https://api.github.com/users/zachwill
codeforamerica,colonel-clark,ycombinator,196,https://github.com/ycombinator,https://api.github.com/users/ycombinator
codeforamerica,colonel-clark,mwichary,164,https://github.com/mwichary,https://api.github.com/users/mwichary
codeforamerica,the_decider,daguar,4,https://github.com/daguar,https://api.github.com/users/daguar
codeforamerica,snapr,anselmbradford,34,https://github.com/anselmbradford,https://api.github.com/users/anselmbradford
codeforamerica,snapr,monfresh,24,https://github.com/monfresh,https://api.github.com/users/monfresh
codeforamerica,snapr,migurski,2,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,cfa_api,daguar,18,https://github.com/daguar,https://api.github.com/users/daguar
codeforamerica,cfa_api,monfresh,3,https://github.com/monfresh,https://api.github.com/users/monfresh
codeforamerica,south-bend-bus-widget,daguar,13,https://github.com/daguar,https://api.github.com/users/daguar
codeforamerica,south-bend-bus-widget,rduecyg,7,https://github.com/rduecyg,https://api.github.com/users/rduecyg
codeforamerica,empire-inmates,waltz,9,https://github.com/waltz,https://api.github.com/users/waltz
codeforamerica,oakland-schools-public-services,richaagarwal,1,https://github.com/richaagarwal,https://api.github.com/users/richaagarwal
codeforamerica,public-services-map,richaagarwal,23,https://github.com/richaagarwal,https://api.github.com/users/richaagarwal
codeforamerica,public-services-map,SheilaLDugan,2,https://github.com/SheilaLDugan,https://api.github.com/users/SheilaLDugan
codeforamerica,public-services-map,cmccarrick,1,https://github.com/cmccarrick,https://api.github.com/users/cmccarrick
codeforamerica,public-services-map,andyhull,1,https://github.com/andyhull,https://api.github.com/users/andyhull
codeforamerica,public-services-map,criscristina,1,https://github.com/criscristina,https://api.github.com/users/criscristina
codeforamerica,public-services-map,lippytak,1,https://github.com/lippytak,https://api.github.com/users/lippytak
codeforamerica,public-services-map,rcackerman,1,https://github.com/rcackerman,https://api.github.com/users/rcackerman
codeforamerica,streetmix,mwichary,1230,https://github.com/mwichary,https://api.github.com/users/mwichary
codeforamerica,streetmix,louh,338,https://github.com/louh,https://api.github.com/users/louh
codeforamerica,streetmix,drewda,87,https://github.com/drewda,https://api.github.com/users/drewda
codeforamerica,streetmix,ycombinator,86,https://github.com/ycombinator,https://api.github.com/users/ycombinator
codeforamerica,streetmix,ahhrrr,20,https://github.com/ahhrrr,https://api.github.com/users/ahhrrr
codeforamerica,streetmix,anselmbradford,8,https://github.com/anselmbradford,https://api.github.com/users/anselmbradford
codeforamerica,streetmix,techieshark,2,https://github.com/techieshark,https://api.github.com/users/techieshark
codeforamerica,streetmix,waffle-iron,1,https://github.com/waffle-iron,https://api.github.com/users/waffle-iron
codeforamerica,streetmix,pui,1,https://github.com/pui,https://api.github.com/users/pui
codeforamerica,streetmix,gitter-badger,1,https://github.com/gitter-badger,https://api.github.com/users/gitter-badger
codeforamerica,cfa_dashboard,monfresh,13,https://github.com/monfresh,https://api.github.com/users/monfresh
codeforamerica,cfa_dashboard,mick,2,https://github.com/mick,https://api.github.com/users/mick
codeforamerica,click_that_hood,mwichary,502,https://github.com/mwichary,https://api.github.com/users/mwichary
codeforamerica,click_that_hood,ycombinator,48,https://github.com/ycombinator,https://api.github.com/users/ycombinator
codeforamerica,click_that_hood,ralfharing,14,https://github.com/ralfharing,https://api.github.com/users/ralfharing
codeforamerica,click_that_hood,ahhrrr,9,https://github.com/ahhrrr,https://api.github.com/users/ahhrrr
codeforamerica,click_that_hood,ale-salmo,8,https://github.com/ale-salmo,https://api.github.com/users/ale-salmo
codeforamerica,click_that_hood,bschoenfeld,6,https://github.com/bschoenfeld,https://api.github.com/users/bschoenfeld
codeforamerica,click_that_hood,jalbertbowden,5,https://github.com/jalbertbowden,https://api.github.com/users/jalbertbowden
codeforamerica,click_that_hood,GeoSchnitz,5,https://github.com/GeoSchnitz,https://api.github.com/users/GeoSchnitz
codeforamerica,click_that_hood,mmassie,5,https://github.com/mmassie,https://api.github.com/users/mmassie
codeforamerica,click_that_hood,monfresh,5,https://github.com/monfresh,https://api.github.com/users/monfresh
codeforamerica,click_that_hood,ckutlu,5,https://github.com/ckutlu,https://api.github.com/users/ckutlu
codeforamerica,click_that_hood,cushen,5,https://github.com/cushen,https://api.github.com/users/cushen
codeforamerica,click_that_hood,daguar,5,https://github.com/daguar,https://api.github.com/users/daguar
codeforamerica,click_that_hood,brendanbabb,5,https://github.com/brendanbabb,https://api.github.com/users/brendanbabb
codeforamerica,click_that_hood,lizadams,5,https://github.com/lizadams,https://api.github.com/users/lizadams
codeforamerica,click_that_hood,JHKennedy4,4,https://github.com/JHKennedy4,https://api.github.com/users/JHKennedy4
codeforamerica,click_that_hood,galvanthony,4,https://github.com/galvanthony,https://api.github.com/users/galvanthony
codeforamerica,click_that_hood,rjulian,4,https://github.com/rjulian,https://api.github.com/users/rjulian
codeforamerica,click_that_hood,zhch333,4,https://github.com/zhch333,https://api.github.com/users/zhch333
codeforamerica,click_that_hood,ondrae,4,https://github.com/ondrae,https://api.github.com/users/ondrae
codeforamerica,click_that_hood,ryanvgates,3,https://github.com/ryanvgates,https://api.github.com/users/ryanvgates
codeforamerica,click_that_hood,JoeGermuska,3,https://github.com/JoeGermuska,https://api.github.com/users/JoeGermuska
codeforamerica,click_that_hood,pzula,3,https://github.com/pzula,https://api.github.com/users/pzula
codeforamerica,click_that_hood,ilariotito,3,https://github.com/ilariotito,https://api.github.com/users/ilariotito
codeforamerica,click_that_hood,webrian,3,https://github.com/webrian,https://api.github.com/users/webrian
codeforamerica,click_that_hood,blackmad,2,https://github.com/blackmad,https://api.github.com/users/blackmad
codeforamerica,click_that_hood,plural,2,https://github.com/plural,https://api.github.com/users/plural
codeforamerica,click_that_hood,jsatt,2,https://github.com/jsatt,https://api.github.com/users/jsatt
codeforamerica,click_that_hood,mishmosh,2,https://github.com/mishmosh,https://api.github.com/users/mishmosh
codeforamerica,click_that_hood,adams,2,https://github.com/adams,https://api.github.com/users/adams
codeforamerica,click_that_hood,milafrerichs,2,https://github.com/milafrerichs,https://api.github.com/users/milafrerichs
codeforamerica,click_that_hood,mapmeld,2,https://github.com/mapmeld,https://api.github.com/users/mapmeld
codeforamerica,click_that_hood,johnnypark,2,https://github.com/johnnypark,https://api.github.com/users/johnnypark
codeforamerica,click_that_hood,okilimu,2,https://github.com/okilimu,https://api.github.com/users/okilimu
codeforamerica,click_that_hood,berb,2,https://github.com/berb,https://api.github.com/users/berb
codeforamerica,click_that_hood,sethvincent,2,https://github.com/sethvincent,https://api.github.com/users/sethvincent
codeforamerica,click_that_hood,tyanas,2,https://github.com/tyanas,https://api.github.com/users/tyanas
codeforamerica,click_that_hood,davidrleonard,2,https://github.com/davidrleonard,https://api.github.com/users/davidrleonard
codeforamerica,click_that_hood,nluchs,1,https://github.com/nluchs,https://api.github.com/users/nluchs
codeforamerica,click_that_hood,cjdaniel,1,https://github.com/cjdaniel,https://api.github.com/users/cjdaniel
codeforamerica,click_that_hood,creade,1,https://github.com/creade,https://api.github.com/users/creade
codeforamerica,click_that_hood,claudiabretscher,1,https://github.com/claudiabretscher,https://api.github.com/users/claudiabretscher
codeforamerica,click_that_hood,claysmalley,1,https://github.com/claysmalley,https://api.github.com/users/claysmalley
codeforamerica,click_that_hood,dget,1,https://github.com/dget,https://api.github.com/users/dget
codeforamerica,click_that_hood,dlannoye,1,https://github.com/dlannoye,https://api.github.com/users/dlannoye
codeforamerica,click_that_hood,waltz,1,https://github.com/waltz,https://api.github.com/users/waltz
codeforamerica,click_that_hood,donaldpcook,1,https://github.com/donaldpcook,https://api.github.com/users/donaldpcook
codeforamerica,click_that_hood,djoaquin,1,https://github.com/djoaquin,https://api.github.com/users/djoaquin
codeforamerica,click_that_hood,KKaayy,1,https://github.com/KKaayy,https://api.github.com/users/KKaayy
codeforamerica,click_that_hood,k-nut,1,https://github.com/k-nut,https://api.github.com/users/k-nut
codeforamerica,click_that_hood,louh,1,https://github.com/louh,https://api.github.com/users/louh
codeforamerica,click_that_hood,lyzidiamond,1,https://github.com/lyzidiamond,https://api.github.com/users/lyzidiamond
codeforamerica,click_that_hood,line72,1,https://github.com/line72,https://api.github.com/users/line72
codeforamerica,click_that_hood,marreka,1,https://github.com/marreka,https://api.github.com/users/marreka
codeforamerica,click_that_hood,nefshja,1,https://github.com/nefshja,https://api.github.com/users/nefshja
codeforamerica,click_that_hood,chrisalcantara,1,https://github.com/chrisalcantara,https://api.github.com/users/chrisalcantara
codeforamerica,click_that_hood,PatrickStotz,1,https://github.com/PatrickStotz,https://api.github.com/users/PatrickStotz
codeforamerica,click_that_hood,pberden,1,https://github.com/pberden,https://api.github.com/users/pberden
codeforamerica,click_that_hood,RoboDynamite,1,https://github.com/RoboDynamite,https://api.github.com/users/RoboDynamite
codeforamerica,click_that_hood,giifa,1,https://github.com/giifa,https://api.github.com/users/giifa
codeforamerica,click_that_hood,spara,1,https://github.com/spara,https://api.github.com/users/spara
codeforamerica,click_that_hood,GlenHatsumi,1,https://github.com/GlenHatsumi,https://api.github.com/users/GlenHatsumi
codeforamerica,click_that_hood,ZaneA,1,https://github.com/ZaneA,https://api.github.com/users/ZaneA
codeforamerica,click_that_hood,aliirz,1,https://github.com/aliirz,https://api.github.com/users/aliirz
codeforamerica,click_that_hood,anestv,1,https://github.com/anestv,https://api.github.com/users/anestv
codeforamerica,click_that_hood,ariegelman,1,https://github.com/ariegelman,https://api.github.com/users/ariegelman
codeforamerica,click_that_hood,digitalerwandel,1,https://github.com/digitalerwandel,https://api.github.com/users/digitalerwandel
codeforamerica,click_that_hood,fcdidone,1,https://github.com/fcdidone,https://api.github.com/users/fcdidone
codeforamerica,click_that_hood,hannesvdvreken,1,https://github.com/hannesvdvreken,https://api.github.com/users/hannesvdvreken
codeforamerica,click_that_hood,jdugge,1,https://github.com/jdugge,https://api.github.com/users/jdugge
codeforamerica,click_that_hood,jonnynewbs,1,https://github.com/jonnynewbs,https://api.github.com/users/jonnynewbs
codeforamerica,click_that_hood,mariamolnar,1,https://github.com/mariamolnar,https://api.github.com/users/mariamolnar
codeforamerica,click_that_hood,markmasterson,1,https://github.com/markmasterson,https://api.github.com/users/markmasterson
codeforamerica,click_that_hood,ns130291,1,https://github.com/ns130291,https://api.github.com/users/ns130291
codeforamerica,click_that_hood,scottbirdsey,1,https://github.com/scottbirdsey,https://api.github.com/users/scottbirdsey
codeforamerica,oakland,richaagarwal,2,https://github.com/richaagarwal,https://api.github.com/users/richaagarwal
codeforamerica,oakland,mick,1,https://github.com/mick,https://api.github.com/users/mick
codeforamerica,annual,andyhull,372,https://github.com/andyhull,https://api.github.com/users/andyhull
codeforamerica,annual,angel,296,https://github.com/angel,https://api.github.com/users/angel
codeforamerica,annual,ashleymmeyers,271,https://github.com/ashleymmeyers,https://api.github.com/users/ashleymmeyers
codeforamerica,annual,davidrleonard,270,https://github.com/davidrleonard,https://api.github.com/users/davidrleonard
codeforamerica,annual,rduecyg,258,https://github.com/rduecyg,https://api.github.com/users/rduecyg
codeforamerica,annual,mick,188,https://github.com/mick,https://api.github.com/users/mick
codeforamerica,annual,mattboitan0,58,https://github.com/mattboitan0,https://api.github.com/users/mattboitan0
codeforamerica,annual,mollymcleod,21,https://github.com/mollymcleod,https://api.github.com/users/mollymcleod
codeforamerica,annual,abhinemani,8,https://github.com/abhinemani,https://api.github.com/users/abhinemani
codeforamerica,annual,migurski,7,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,annual,robotmongol,3,https://github.com/robotmongol,https://api.github.com/users/robotmongol
codeforamerica,annual,ondrae,3,https://github.com/ondrae,https://api.github.com/users/ondrae
codeforamerica,annual,neilkelty,2,https://github.com/neilkelty,https://api.github.com/users/neilkelty
codeforamerica,annual,waltz,1,https://github.com/waltz,https://api.github.com/users/waltz
codeforamerica,annual,konklone,1,https://github.com/konklone,https://api.github.com/users/konklone
codeforamerica,address-normalizer,mholubowski,14,https://github.com/mholubowski,https://api.github.com/users/mholubowski
codeforamerica,address-normalizer,daguar,5,https://github.com/daguar,https://api.github.com/users/daguar
codeforamerica,ohhh_snap,anselmbradford,8,https://github.com/anselmbradford,https://api.github.com/users/anselmbradford
codeforamerica,hermes-doc,mwichary,115,https://github.com/mwichary,https://api.github.com/users/mwichary
codeforamerica,hermes-doc,ycombinator,12,https://github.com/ycombinator,https://api.github.com/users/ycombinator
codeforamerica,hermes-doc,louh,1,https://github.com/louh,https://api.github.com/users/louh
codeforamerica,hermes-doc,migurski,1,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,amiinlv,louh,99,https://github.com/louh,https://api.github.com/users/louh
codeforamerica,amiinlv,preppypiet,4,https://github.com/preppypiet,https://api.github.com/users/preppypiet
codeforamerica,amiinlv,migurski,1,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,amiinlv,phiden,1,https://github.com/phiden,https://api.github.com/users/phiden
codeforamerica,cfa_email_parser,ycombinator,23,https://github.com/ycombinator,https://api.github.com/users/ycombinator
codeforamerica,recordtrac,richaagarwal,1224,https://github.com/richaagarwal,https://api.github.com/users/richaagarwal
codeforamerica,recordtrac,criscristina,748,https://github.com/criscristina,https://api.github.com/users/criscristina
codeforamerica,recordtrac,SheilaLDugan,155,https://github.com/SheilaLDugan,https://api.github.com/users/SheilaLDugan
codeforamerica,recordtrac,mholubowski,57,https://github.com/mholubowski,https://api.github.com/users/mholubowski
codeforamerica,recordtrac,waltz,40,https://github.com/waltz,https://api.github.com/users/waltz
codeforamerica,recordtrac,mjumbewu,31,https://github.com/mjumbewu,https://api.github.com/users/mjumbewu
codeforamerica,recordtrac,jcody,26,https://github.com/jcody,https://api.github.com/users/jcody
codeforamerica,recordtrac,migurski,9,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,recordtrac,ananelson,4,https://github.com/ananelson,https://api.github.com/users/ananelson
codeforamerica,recordtrac,eddietejeda,3,https://github.com/eddietejeda,https://api.github.com/users/eddietejeda
codeforamerica,recordtrac,andyhull,3,https://github.com/andyhull,https://api.github.com/users/andyhull
codeforamerica,recordtrac,ondrae,3,https://github.com/ondrae,https://api.github.com/users/ondrae
codeforamerica,recordtrac,gsf,2,https://github.com/gsf,https://api.github.com/users/gsf
codeforamerica,recordtrac,ttmp,2,https://github.com/ttmp,https://api.github.com/users/ttmp
codeforamerica,recordtrac,vzvenyach,2,https://github.com/vzvenyach,https://api.github.com/users/vzvenyach
codeforamerica,recordtrac,konklone,1,https://github.com/konklone,https://api.github.com/users/konklone
codeforamerica,recordtrac,pui,1,https://github.com/pui,https://api.github.com/users/pui
codeforamerica,recordtrac,rduecyg,1,https://github.com/rduecyg,https://api.github.com/users/rduecyg
codeforamerica,recordtrac,smathermather,1,https://github.com/smathermather,https://api.github.com/users/smathermather
codeforamerica,hermes-scraper,ycombinator,12,https://github.com/ycombinator,https://api.github.com/users/ycombinator
codeforamerica,hermes-scraper,mwichary,1,https://github.com/mwichary,https://api.github.com/users/mwichary
codeforamerica,national_holidays,monfresh,19,https://github.com/monfresh,https://api.github.com/users/monfresh
codeforamerica,airwolf,andyhull,174,https://github.com/andyhull,https://api.github.com/users/andyhull
codeforamerica,airwolf,lippytak,7,https://github.com/lippytak,https://api.github.com/users/lippytak
codeforamerica,airwolf,rcackerman,2,https://github.com/rcackerman,https://api.github.com/users/rcackerman
codeforamerica,airwolf,migurski,1,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,airwolf,MarcCfA,1,https://github.com/MarcCfA,https://api.github.com/users/MarcCfA
codeforamerica,ohana-web-search,anselmbradford,1574,https://github.com/anselmbradford,https://api.github.com/users/anselmbradford
codeforamerica,ohana-web-search,monfresh,539,https://github.com/monfresh,https://api.github.com/users/monfresh
codeforamerica,ohana-web-search,declan,38,https://github.com/declan,https://api.github.com/users/declan
codeforamerica,ohana-web-search,md5,7,https://github.com/md5,https://api.github.com/users/md5
codeforamerica,ohana-web-search,waffle-with-pears,3,https://github.com/waffle-with-pears,https://api.github.com/users/waffle-with-pears
codeforamerica,ohana-web-search,tehgeekmeister,2,https://github.com/tehgeekmeister,https://api.github.com/users/tehgeekmeister
codeforamerica,ohana-web-search,trosborn,1,https://github.com/trosborn,https://api.github.com/users/trosborn
codeforamerica,ohana-web-search,pui,1,https://github.com/pui,https://api.github.com/users/pui
codeforamerica,ohana-web-search,rebyn,1,https://github.com/rebyn,https://api.github.com/users/rebyn
codeforamerica,adopta,sferik,870,https://github.com/sferik,https://api.github.com/users/sferik
codeforamerica,adopta,ryanatwork,3,https://github.com/ryanatwork,https://api.github.com/users/ryanatwork
codeforamerica,adopta,ondrae,2,https://github.com/ondrae,https://api.github.com/users/ondrae
codeforamerica,adopta,mlevans,2,https://github.com/mlevans,https://api.github.com/users/mlevans
codeforamerica,adopta,mick,2,https://github.com/mick,https://api.github.com/users/mick
codeforamerica,adopta,monfresh,2,https://github.com/monfresh,https://api.github.com/users/monfresh
codeforamerica,adopta,danmelton,1,https://github.com/danmelton,https://api.github.com/users/danmelton
codeforamerica,adopta,ralreegorganon,1,https://github.com/ralreegorganon,https://api.github.com/users/ralreegorganon
codeforamerica,adopta,kmacedo,1,https://github.com/kmacedo,https://api.github.com/users/kmacedo
codeforamerica,adopta,maxogden,1,https://github.com/maxogden,https://api.github.com/users/maxogden
codeforamerica,rails-testing-demo,ycombinator,9,https://github.com/ycombinator,https://api.github.com/users/ycombinator
codeforamerica,rails-testing-demo,waltz,5,https://github.com/waltz,https://api.github.com/users/waltz
codeforamerica,bizfriendly-api,ondrae,291,https://github.com/ondrae,https://api.github.com/users/ondrae
codeforamerica,bizfriendly-api,migurski,2,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,bizfriendly-api,ty10r,2,https://github.com/ty10r,https://api.github.com/users/ty10r
codeforamerica,bizfriendly-api,arielkennan,1,https://github.com/arielkennan,https://api.github.com/users/arielkennan
codeforamerica,bizfriendly-api,pui,1,https://github.com/pui,https://api.github.com/users/pui
codeforamerica,bizfriendly-api,MayorHolland,1,https://github.com/MayorHolland,https://api.github.com/users/MayorHolland
codeforamerica,tourserver,danavery,207,https://github.com/danavery,https://api.github.com/users/danavery
codeforamerica,tourserver,katielewis,89,https://github.com/katielewis,https://api.github.com/users/katielewis
codeforamerica,tourserver,alanjosephwilliams,10,https://github.com/alanjosephwilliams,https://api.github.com/users/alanjosephwilliams
codeforamerica,tourserver,migurski,1,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,tourserver,daguar,1,https://github.com/daguar,https://api.github.com/users/daguar
codeforamerica,hermes-dashboard,mwichary,12,https://github.com/mwichary,https://api.github.com/users/mwichary
codeforamerica,hermes-dashboard,ycombinator,3,https://github.com/ycombinator,https://api.github.com/users/ycombinator
codeforamerica,hermes-dashboard,migurski,1,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,hermes-be,ycombinator,174,https://github.com/ycombinator,https://api.github.com/users/ycombinator
codeforamerica,hermes-be,mwichary,4,https://github.com/mwichary,https://api.github.com/users/mwichary
codeforamerica,hermes-be,laurameixell,3,https://github.com/laurameixell,https://api.github.com/users/laurameixell
codeforamerica,dev,mick,3,https://github.com/mick,https://api.github.com/users/mick
codeforamerica,dev,richaagarwal,1,https://github.com/richaagarwal,https://api.github.com/users/richaagarwal
codeforamerica,criminal_case_search,ahhrrr,404,https://github.com/ahhrrr,https://api.github.com/users/ahhrrr
codeforamerica,criminal_case_search,waltz,290,https://github.com/waltz,https://api.github.com/users/waltz
codeforamerica,criminal_case_search,migurski,2,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,open-311-api-server,daguar,32,https://github.com/daguar,https://api.github.com/users/daguar
codeforamerica,open-311-api-server,ondrae,2,https://github.com/ondrae,https://api.github.com/users/ondrae
codeforamerica,streetmix-be,ycombinator,160,https://github.com/ycombinator,https://api.github.com/users/ycombinator
codeforamerica,streetmix-be,mwichary,6,https://github.com/mwichary,https://api.github.com/users/mwichary
codeforamerica,streetmix-be,ahhrrr,5,https://github.com/ahhrrr,https://api.github.com/users/ahhrrr
codeforamerica,streetmix-be,drewda,2,https://github.com/drewda,https://api.github.com/users/drewda
codeforamerica,codeforall,mick,2,https://github.com/mick,https://api.github.com/users/mick
codeforamerica,codeforall,kmcurry,1,https://github.com/kmcurry,https://api.github.com/users/kmcurry
codeforamerica,codeforall,cbracy,1,https://github.com/cbracy,https://api.github.com/users/cbracy
codeforamerica,codeforall,migurski,1,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,food_inspection_api,mick,4,https://github.com/mick,https://api.github.com/users/mick
codeforamerica,food_inspection_api,migurski,2,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,promptly,andyhull,970,https://github.com/andyhull,https://api.github.com/users/andyhull
codeforamerica,promptly,rcackerman,279,https://github.com/rcackerman,https://api.github.com/users/rcackerman
codeforamerica,promptly,lippytak,118,https://github.com/lippytak,https://api.github.com/users/lippytak
codeforamerica,promptly,rduecyg,39,https://github.com/rduecyg,https://api.github.com/users/rduecyg
codeforamerica,promptly,waltz,24,https://github.com/waltz,https://api.github.com/users/waltz
codeforamerica,promptly,jcody,7,https://github.com/jcody,https://api.github.com/users/jcody
codeforamerica,promptly,bensheldon,1,https://github.com/bensheldon,https://api.github.com/users/bensheldon
codeforamerica,promptly,pui,1,https://github.com/pui,https://api.github.com/users/pui
codeforamerica,promptly,iamjoanne,1,https://github.com/iamjoanne,https://api.github.com/users/iamjoanne
codeforamerica,promptly,monfresh,1,https://github.com/monfresh,https://api.github.com/users/monfresh
codeforamerica,promptly,ttmp,1,https://github.com/ttmp,https://api.github.com/users/ttmp
codeforamerica,promptly,codesliced,1,https://github.com/codesliced,https://api.github.com/users/codesliced
codeforamerica,promptly,waffle-with-pears,1,https://github.com/waffle-with-pears,https://api.github.com/users/waffle-with-pears
codeforamerica,lv-trucks-map,louh,262,https://github.com/louh,https://api.github.com/users/louh
codeforamerica,lv-trucks-map,ahhrrr,1,https://github.com/ahhrrr,https://api.github.com/users/ahhrrr
codeforamerica,lives-resolver,danavery,10,https://github.com/danavery,https://api.github.com/users/danavery
codeforamerica,lives-resolver,daguar,6,https://github.com/daguar,https://api.github.com/users/daguar
codeforamerica,Repository-Observer,migurski,47,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,Repository-Observer,pui,1,https://github.com/pui,https://api.github.com/users/pui
codeforamerica,ohana-api,monfresh,991,https://github.com/monfresh,https://api.github.com/users/monfresh
codeforamerica,ohana-api,anselmbradford,28,https://github.com/anselmbradford,https://api.github.com/users/anselmbradford
codeforamerica,ohana-api,md5,7,https://github.com/md5,https://api.github.com/users/md5
codeforamerica,ohana-api,cndreisbach,5,https://github.com/cndreisbach,https://api.github.com/users/cndreisbach
codeforamerica,ohana-api,kjperry,2,https://github.com/kjperry,https://api.github.com/users/kjperry
codeforamerica,ohana-api,volkanunsal,2,https://github.com/volkanunsal,https://api.github.com/users/volkanunsal
codeforamerica,ohana-api,migurski,2,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,ohana-api,roughani,1,https://github.com/roughani,https://api.github.com/users/roughani
codeforamerica,ohana-api,pui,1,https://github.com/pui,https://api.github.com/users/pui
codeforamerica,ohana-api,dana11235,1,https://github.com/dana11235,https://api.github.com/users/dana11235
codeforamerica,ohana-api,pmackay,1,https://github.com/pmackay,https://api.github.com/users/pmackay
codeforamerica,ohana-api,tannerj,1,https://github.com/tannerj,https://api.github.com/users/tannerj
codeforamerica,ohana-api,waffle-with-pears,1,https://github.com/waffle-with-pears,https://api.github.com/users/waffle-with-pears
codeforamerica,workparty,daguar,50,https://github.com/daguar,https://api.github.com/users/daguar
codeforamerica,workparty,rduecyg,28,https://github.com/rduecyg,https://api.github.com/users/rduecyg
codeforamerica,workparty,GeekOnCoffee,2,https://github.com/GeekOnCoffee,https://api.github.com/users/GeekOnCoffee
codeforamerica,workparty,KathleenLD,1,https://github.com/KathleenLD,https://api.github.com/users/KathleenLD
codeforamerica,naics-api,louh,76,https://github.com/louh,https://api.github.com/users/louh
codeforamerica,naics-api,migurski,18,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,naics-api,richaagarwal,5,https://github.com/richaagarwal,https://api.github.com/users/richaagarwal
codeforamerica,naics-api,ycombinator,3,https://github.com/ycombinator,https://api.github.com/users/ycombinator
codeforamerica,in-n-out,ycombinator,881,https://github.com/ycombinator,https://api.github.com/users/ycombinator
codeforamerica,in-n-out,mwichary,696,https://github.com/mwichary,https://api.github.com/users/mwichary
codeforamerica,nyc-compstat-api,waltz,8,https://github.com/waltz,https://api.github.com/users/waltz
codeforamerica,nyc-compstat-api,ahhrrr,5,https://github.com/ahhrrr,https://api.github.com/users/ahhrrr
codeforamerica,nyc-compstat-api,migurski,1,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,cityvoice,daguar,585,https://github.com/daguar,https://api.github.com/users/daguar
codeforamerica,cityvoice,rduecyg,164,https://github.com/rduecyg,https://api.github.com/users/rduecyg
codeforamerica,cityvoice,ohrite,150,https://github.com/ohrite,https://api.github.com/users/ohrite
codeforamerica,cityvoice,mholubowski,26,https://github.com/mholubowski,https://api.github.com/users/mholubowski
codeforamerica,cityvoice,waltz,14,https://github.com/waltz,https://api.github.com/users/waltz
codeforamerica,cityvoice,migurski,5,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,cityvoice,invisiblefunnel,1,https://github.com/invisiblefunnel,https://api.github.com/users/invisiblefunnel
codeforamerica,cityvoice,mick,1,https://github.com/mick,https://api.github.com/users/mick
codeforamerica,procure-io,ajb,59,https://github.com/ajb,https://api.github.com/users/ajb
codeforamerica,ohanakapa-ruby,anselmbradford,53,https://github.com/anselmbradford,https://api.github.com/users/anselmbradford
codeforamerica,ohanakapa-ruby,monfresh,29,https://github.com/monfresh,https://api.github.com/users/monfresh
codeforamerica,ohanakapa-ruby,whatasunnyday,2,https://github.com/whatasunnyday,https://api.github.com/users/whatasunnyday
codeforamerica,open311_java,SantiMunin,285,https://github.com/SantiMunin,https://api.github.com/users/SantiMunin
codeforamerica,open311_java,ycombinator,2,https://github.com/ycombinator,https://api.github.com/users/ycombinator
codeforamerica,deployit,mick,11,https://github.com/mick,https://api.github.com/users/mick
codeforamerica,deployit,migurski,2,https://github.com/migurski,https://api.github.com/users/migurski
codeforamerica,ohana-pdf,anselmbradford,11,https://github.com/anselmbradford,https://api.github.com/users/anselmbradford
codeforamerica,ohana-pdf,rebyn,7,https://github.com/rebyn,https://api.github.com/users/rebyn
codeforamerica,ohhs_Falcon,mick,42,https://github.com/mick,https://api.github.com/users/mick
codeforamerica,ohhs_Falcon,migurski,34,https://github.com/migurski,https://api.github.com/users/migurski
